x_coor,y_coor,price,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
-122.067,47.3025,285000,3,2.25,35127,7,1820,35166
-122.359,47.7581,458400,4,2.5,10300,8,1910,7750
-122.165,47.7238,620000,5,3.25,10587,7,2200,7761
-122.185,47.6641,465000,3,1.5,11358,6,2370,9520
-122.103,47.7268,690000,4,3.75,7054,8,2350,8020
-122.053,47.7417,462500,3,2.25,51400,7,2350,51400
-122.035,47.381,369950,4,2.5,10221,8,2210,8705
-122.258,47.264,124500,2,1,6480,5,1100,7300
-122.164,47.6117,950000,4,2.25,10920,9,2370,11907
-122.116,47.6205,418000,4,1.5,10580,7,1350,7800
-122.218,47.305,160000,3,1,8000,6,1060,4697
-122.288,47.7711,457000,4,2.5,10800,8,2280,10800
-122.374,47.5304,530000,2,1.75,7680,6,1220,7680
-122.125,47.6032,385000,3,1,7300,7,1540,7400
-122.12,47.5996,491000,3,1.75,7800,7,1440,7800
-122.117,47.6338,521000,4,2.25,8034,8,1920,7210
-122.004,47.2098,255000,3,1,8528,7,1140,8112
-122.275,47.5065,292050,5,3,7199,7,2210,10800
-122.188,47.5029,326000,6,3,7200,7,1540,13022
-122.375,47.5312,300000,2,1,5120,6,930,7200
-122.159,47.4514,291600,3,1.75,7480,7,1940,7480
-122.053,47.5241,435000,5,1.5,12551,7,1560,12960
-122.394,47.6903,465000,3,2.5,1311,8,1390,1321
-122.22,47.3184,200000,3,2.25,7420,7,1260,7556
-122.174,47.5017,238000,3,1.5,6132,7,1650,6132
-122.127,47.6007,455000,4,2.5,7000,7,1550,8610
-122.305,47.3046,230000,6,3,7220,7,2260,7344
-122.306,47.6419,808000,4,2.25,4104,8,1990,3860
-122.331,47.6549,578500,3,1,5700,7,2290,5700
-122.317,47.6843,390000,3,2,868,7,1484,4320
-122.009,47.5746,517500,3,2.5,3933,8,1800,4659
-122.293,47.5843,755000,4,2.75,4000,9,2110,4000
-122.36,47.685,579500,3,1.75,4120,7,1250,4120
-122.408,47.5764,649950,3,2.75,1350,9,1520,4800
-122.258,47.5035,228000,4,1.75,6120,7,1880,6120
-122.3,47.6754,665000,4,1.75,3680,7,1850,3680
-122.111,47.6374,689000,4,2.5,6069,9,2180,9000
-122.144,47.6748,560000,4,2.5,11240,8,2360,10345
-122.392,47.5355,529000,3,1,6420,7,1780,5900
-122.123,47.4721,375000,5,2.5,14858,8,1980,11730
-122.343,47.4854,325000,4,2.75,9240,6,1460,9240
-122.334,47.332,583000,4,2.5,10519,10,2830,10519
-122.284,47.7634,330000,2,1,9784,6,2350,10102
-122.189,47.3263,262000,3,2.5,8727,7,1670,9168
-121.878,47.539,555000,4,2.5,6776,8,2770,6658
-122.282,47.5632,585000,2,1,6000,7,1410,3500
-121.878,47.5185,425590,3,2.75,3088,8,1410,2335
-122.375,47.5534,235000,2,1,4840,6,1510,4840
-122.269,47.5535,362362,2,1,4000,6,960,4000
-122.046,47.3634,252000,3,2,7500,7,1420,7500
-122.156,47.4343,439000,4,2.5,9551,9,2890,9121
-122.203,47.3316,465000,4,2.25,10810,9,2590,10810
-122.354,47.3127,249900,4,2,7854,7,1500,7334
-122.379,47.5806,665000,2,2.5,5000,8,2260,5000
-122.165,47.7159,370000,3,1.75,8774,7,1990,7908
-122.303,47.6415,620000,2,1,3000,7,1750,4000
-122.36,47.7162,375000,3,1,7671,8,1460,7679
-122.329,47.7169,552625,4,2,9390,8,1830,8169
-122.227,47.7267,315500,3,1,10500,7,1520,10500
-122.081,47.5603,620000,2,1.75,8187,8,2390,7801
-122.182,47.553,510000,4,2.5,9075,8,1850,9220
-122.044,47.6694,652500,4,2.5,38677,9,2560,36280
-121.969,47.6329,574000,4,2.5,22795,8,2570,29761
-122.059,47.3686,430000,3,2.5,12806,9,3010,7231
-122.32,47.7143,390000,3,2,7236,7,1120,8008
-122.381,47.6847,466500,3,1,3840,7,1430,3840
-122.156,47.6803,315000,2,2.25,2436,7,1360,3088
-122.397,47.3206,220000,4,1.5,9600,7,1240,9592
-122.173,47.371,325000,3,1.75,17286,7,1840,14541
-122.336,47.7715,365000,3,1,8443,7,1450,8433
-122.263,47.4687,356000,3,3.5,12384,9,2400,7776
-122.297,47.7278,380000,4,1.75,12518,8,1650,7872
-122.11,47.7214,579000,4,2.25,8764,8,1950,8750
-122.279,47.6666,682000,2,1,5000,7,1680,5000
-122.118,47.6832,499000,3,1.75,12325,7,1820,9750
-122.113,47.6937,333760,3,1,5880,7,1300,7700
-121.989,47.5761,745000,4,2.5,18903,11,3270,18843
-122.188,47.4989,380000,3,1.75,10870,7,1230,10868
-122.345,47.6525,435000,3,3,1350,8,1440,1350
-122.311,47.6767,520000,3,2.75,3264,7,1880,4080
-122.132,47.7325,965000,4,2.5,41206,10,3780,36562
-122.302,47.4968,270000,3,2.25,16728,7,1540,9000
-122.301,47.6348,1100000,5,2.75,4643,8,2100,4564
-122.128,47.5722,577500,3,1.75,13286,8,2250,13286
-122.372,47.6722,650000,3,1.75,5000,7,1110,5000
-122.232,47.5372,1230000,4,2.5,10319,11,3130,12120
-122.242,47.5758,1900000,5,4.25,16471,11,4480,16471
-122.325,47.6902,475000,2,2,3720,7,1490,4308
-122.372,47.3172,200000,3,1,10132,7,1180,8713
-121.78,47.484,397000,4,2.5,11717,8,2320,9714
-122.305,47.7548,383610,3,2,8450,7,2110,8536
-122.185,47.3612,275000,4,2.5,5742,7,1610,7298
-122.38,47.538,840000,3,2,11177,8,1730,8018
-122.124,47.4483,365000,4,2.5,7350,8,2120,8395
-122.003,47.5477,362000,3,2.75,955,8,1420,955
-122.301,47.5503,350000,3,1.75,6258,7,1790,5793
-121.352,47.712,200000,2,1.75,13052,7,1320,13052
-122.371,47.2979,299000,4,2.5,8100,8,1910,7630
-122.189,47.5266,555000,4,1.5,82764,8,2930,10074
-122.385,47.7035,1330000,3,2.25,8330,10,2960,8840
-122.224,47.528,896000,5,2.75,16100,8,2760,16988
-122.397,47.6461,550000,2,1.75,7290,8,1820,6174
-122.302,47.7238,324500,2,1,6617,7,1820,7800
-122.117,47.625,312500,3,1,7350,7,1170,7350
-122.452,47.359,485000,4,3.25,17786,7,1460,16661
-122.315,47.6945,511000,2,1,5413,7,1250,5413
-122.149,47.3768,139500,2,1.5,1561,7,1660,2243
-122.151,47.5119,464000,4,2.5,7203,8,2350,7334
-122.372,47.2968,255000,3,1.75,8800,7,1690,7920
-121.88,47.5384,679975,4,2.5,4644,8,3400,6163
-122.217,47.5762,624800,3,2,14274,8,2820,13813
-122.001,47.6145,920000,3,2.75,223027,9,3410,212137
-122.281,47.6567,1370000,3,2.5,6000,9,2730,6000
-122.126,47.6888,510000,3,1.5,10275,8,2380,10125
-122.183,47.4121,289659,4,2.25,7200,7,1720,7200
-121.87,47.538,585000,4,2.5,6250,8,2550,6250
-122.012,47.3521,555000,5,3,6930,8,3740,7182
-122.078,47.5824,940000,4,2.75,24897,8,2640,11502
-122.126,47.6977,460000,3,2,7350,7,1600,7200
-122.169,47.3935,319000,3,2.5,7434,7,2100,7749
-122.166,47.4895,280000,3,2.5,1916,7,1760,1916
-121.831,47.5242,250000,3,1,7470,5,1280,7055
-122.033,47.6272,749950,4,2.5,8312,9,2260,8515
-122.212,47.7709,458000,5,2.5,23265,8,2560,18773
-121.866,47.5348,465000,3,2.5,4808,8,2460,5348
-122.336,47.6871,580000,3,1.75,2797,8,1450,4599
-122.065,47.7646,700000,4,2.5,36562,10,3080,39351
-122.337,47.3236,350000,4,2.5,7206,8,2441,7220
-122.116,47.6955,456000,4,1,7689,7,1700,7333
-122.319,47.3699,290000,3,2,18958,7,1840,12826
-122.122,47.4793,475000,4,2.75,16288,7,2650,6620
-122.041,47.3613,285000,3,2.5,3629,7,1980,4000
-122.331,47.4902,309000,3,1,6400,7,1340,6650
-122.012,47.6728,860000,4,2,32417,9,3180,32417
-122.149,47.3565,219000,3,2.25,6500,8,1880,8991
-122.027,47.6331,546500,3,2.5,7199,8,1890,7546
-122.269,47.5348,338000,2,1,5566,7,1410,5808
-122.37,47.697,505000,2,1,8130,7,1360,7653
-121.912,47.6895,340000,4,1.75,15084,7,1800,15092
-122.042,47.6289,678000,3,2.25,10675,9,2770,10570
-122.234,47.535,800000,3,1.75,10292,8,2630,10625
-122.217,47.3075,112000,1,1,3230,6,1210,5760
-122.373,47.3318,252000,3,1.75,16819,6,1560,12376
-122.165,47.4601,335000,4,2.75,7210,7,1820,7766
-122.2,47.6075,610000,3,2,13418,8,2140,9380
-122.38,47.2981,245000,3,2,6790,7,1740,6790
-122.121,47.5815,493500,3,1.75,16026,8,2210,13959
-122.102,47.6904,596500,4,2.25,8505,8,1880,8939
-122.274,47.5276,245000,3,2,4072,6,1680,5850
-122.237,47.7341,333500,3,1.75,7200,7,1750,7260
-122.173,47.74,373000,3,1,8974,7,1540,7500
-122.115,47.7066,759900,4,2.5,5639,8,3000,4587
-122.346,47.7054,317000,3,2.25,1204,7,1358,1196
-122.289,47.5746,670000,3,1.5,4080,7,1320,4080
-122.376,47.4499,985000,2,2.5,26761,7,1870,12396
-122.355,47.5497,310000,3,1.5,6954,6,1560,6372
-122.111,47.6989,750000,4,2.5,13122,9,3020,10873
-122.097,47.6829,408000,3,2,3440,7,1070,3549
-122.01,47.6078,900000,5,3.75,8225,10,3600,9361
-122.3,47.7655,460000,4,2.25,15054,8,1730,18525
-122.236,47.5026,339000,4,2.5,6000,7,1190,6000
-122.355,47.637,660000,3,2,6000,7,1260,4000
-122.178,47.3904,449950,4,3,10783,9,2810,10783
-122.224,47.4984,235000,3,1,6000,7,1210,6000
-122.269,47.759,769000,5,2.25,13138,9,2820,13138
-122.03,47.7094,428000,2,2,3900,8,1440,3900
-122.141,47.7579,445000,3,2.25,7340,8,2180,11223
-122.168,47.7251,462000,4,2.5,6958,7,1760,7350
-122.361,47.6626,775000,3,1,6198,7,2280,5160
-122.118,47.5922,605000,4,1.75,10108,8,2050,9750
-121.787,47.4987,193500,2,1,15996,7,950,25510
-122.343,47.3091,389950,4,2.5,8060,9,3000,8060
-121.972,47.5828,790000,4,3.5,6098,10,3660,6846
-122.379,47.5531,442000,2,1,5000,7,1450,5000
-122.231,47.543,890000,4,2.25,13500,8,2300,13500
-122.206,47.285,235000,3,1,6978,7,990,8000
-122.312,47.6935,495000,4,1.75,6720,8,1850,6380
-122.045,47.3109,600000,4,2.5,50965,10,2170,65843
-122.409,47.6388,1400000,3,2,5500,10,2580,5500
-122.315,47.368,251000,3,2,8400,7,1300,7500
-122.11,47.505,471000,4,2.25,57063,8,2870,145490
-122.052,47.7379,597000,4,2.5,41338,8,2340,46661
-122.114,47.5628,804000,5,3.5,9305,9,2520,9773
-122.274,47.7613,357000,3,1.75,17493,7,2180,19553
-121.999,47.5528,419990,3,2.5,1689,8,1540,1689
-122.066,47.4872,725000,4,2.5,35201,10,2990,35416
-122.171,47.3357,275000,3,2.5,5733,7,2720,5733
-121.735,47.4813,445000,3,2.25,13630,7,1630,14405
-121.96,47.7369,510000,3,2.5,27566,9,2480,16650
-122.263,47.7622,330000,4,1,13372,7,1540,10283
-122.359,47.5456,270000,3,1,5605,6,1050,9100
-122.381,47.5333,495000,4,2,4770,7,1180,6120
-122.215,47.3121,225000,4,1.75,10300,7,1420,10300
-122.279,47.6799,716528,3,1.5,5400,7,1750,5400
-122.037,47.3498,260000,3,2.5,6095,7,1520,6000
-121.783,47.4836,471000,4,2.5,9928,8,2430,8175
-122.269,47.5592,690000,5,3.5,4800,8,2080,4900
-122.203,47.7614,548000,5,1.5,7200,7,1460,7194
-122.31,47.6924,505000,3,1,5410,7,1580,5376
-122.229,47.7263,325000,3,1,11799,7,1220,10500
-122.049,47.5751,682000,4,2.25,34092,8,2410,35378
-122.103,47.7276,605000,3,2.25,10760,8,2240,9357
-122.317,47.3794,276200,2,1.75,4495,8,1370,4686
-122.354,47.6867,530000,3,1,4040,7,1220,3030
-122.296,47.3499,245000,3,3,9600,7,1670,9600
-122.086,47.7674,654950,4,2.5,45902,9,2890,42421
-122.281,47.4733,221900,2,1,6727,6,1860,10124
-122.25,47.5096,466000,4,2,4508,8,1930,5250
-122.302,47.265,383150,3,2,6387,8,2570,6497
-122.338,47.6596,657100,4,1,4240,7,1810,4240
-122.022,47.7585,539000,3,2,43995,8,2290,51400
-122.166,47.2983,400000,6,3,15600,8,2330,15360
-122.222,47.2898,215000,4,2.5,11600,6,1160,7685
-122.309,47.6875,489000,2,1,2850,7,1450,4015
-122.027,47.5857,649000,4,2.5,12764,10,3080,9810
-122.173,47.5899,700000,4,1.75,10800,8,2310,10800
-122.352,47.7511,268500,2,1,8424,6,1470,8424
-122.231,47.7126,515000,3,2.5,5001,7,2106,5618
-122.153,47.6124,685000,4,2,10800,9,2650,9900
-122.297,47.5917,305000,2,1.5,2142,7,1320,2742
-122.278,47.6557,950000,4,2,4600,8,2910,5000
-122.289,47.3351,292500,4,2.5,4568,7,1834,4604
-122.355,47.7481,270000,4,1.75,7730,7,2260,8581
-122.355,47.7481,450000,4,1.75,7730,7,2260,8581
-122.374,47.6897,535000,4,1,6480,7,1600,6470
-122.006,47.5489,550000,3,2.5,3082,8,1910,3075
-122.292,47.5908,457500,3,2.25,2003,8,2210,4000
-122.362,47.3076,136500,3,1.5,8580,6,1200,8580
-122.362,47.3076,224097,3,1.5,8580,6,1200,8580
-122.161,47.3572,254000,3,2.5,10608,7,1360,10608
-122.066,47.4596,335000,4,2.25,13500,7,1830,13800
-121.737,47.475,594950,5,2.5,6553,9,3360,7242
-121.756,47.4716,350000,3,1.75,18123,8,1570,16817
-122.085,47.3845,169950,3,1,9832,7,1220,9894
-122.075,47.7471,432500,3,2.5,10800,8,2080,9600
-122.288,47.6687,440000,2,1.75,4000,7,1350,4013
-122.167,47.3908,233703,3,2.25,3788,7,1510,3994
-122.017,47.5701,310000,3,1.5,3292,7,1150,3592
-122.144,47.6239,735000,3,2.5,6762,10,2870,6631
-122.189,47.5168,730000,4,2.75,8150,10,2560,8315
-122.278,47.4932,257000,3,1.75,9000,7,980,6000
-122.352,47.6531,485000,2,2.25,1240,8,1330,1300
-122.388,47.7023,899000,4,2.25,6000,8,3280,8843
-122.305,47.7222,279000,3,1,8055,7,1560,8160
-122.196,47.3164,225000,4,2,7245,7,1640,7245
-122.347,47.6333,1360000,3,1.5,4775,8,2280,5947
-121.876,47.5309,355000,3,2.5,4242,7,1590,3702
-122.181,47.7274,382500,4,1.75,8700,7,2080,8000
-122.009,47.1964,324360,3,2.5,9669,8,1930,9202
-122.37,47.3143,315000,3,1.75,10450,8,2320,8500
-122.35,47.7372,426000,2,1,11472,7,1870,8649
-122.296,47.2616,395000,5,2.5,6305,8,2610,6306
-121.982,47.3531,212644,3,1,9650,5,1330,9650
-122.208,47.5204,510000,3,3,5100,8,2100,7650
-122.243,47.3813,85000,2,1,9000,6,1160,7680
-122.243,47.3813,235000,2,1,9000,6,1160,7680
-122.137,47.3542,295000,4,2.5,5754,8,2030,5784
-122.331,47.6601,720001,3,2.5,2200,7,1740,4275
-122.324,47.6966,313950,3,1,6083,6,1510,5712
-122.324,47.6966,415000,3,1,6083,6,1510,5712
-122.124,47.4476,305000,3,1.75,12247,8,2010,9271
-122.297,47.6122,625000,3,1.5,4128,8,1540,3976
-122.14,47.5969,490000,3,1,11040,7,1530,8208
-122.088,47.3663,269950,3,2,8641,8,1490,8641
-122.214,47.6803,2700000,5,4,27295,8,2660,27295
-122.345,47.6594,829000,4,3,4500,9,1440,3750
-122.011,47.5888,635000,4,2.5,77550,7,2490,40894
-122.274,47.4553,217500,3,1,9750,7,1510,11100
-122.277,47.3413,270000,4,1.75,7350,7,1450,7250
-122.292,47.5854,1250000,3,3,8400,8,2160,5000
-121.969,47.7383,480000,4,2.5,5100,8,2270,5115
-122.386,47.6424,575000,3,1.75,6500,8,2020,5000
-122.155,47.5098,426950,4,2.75,5589,7,2014,6365
-122.22,47.2892,125000,3,1,7314,6,1010,7420
-122.22,47.2892,208000,3,1,7314,6,1010,7420
-122.158,47.4573,325000,4,2,10622,7,1550,8900
-122.168,47.6787,597157,7,4,10880,8,1840,10836
-121.996,47.5539,728725,4,2.5,3120,8,2140,3840
-122.103,47.6354,708000,5,2,10800,8,2440,9750
-122.026,47.5985,1300000,4,3,14021,11,4390,14684
-122.059,47.6827,405000,3,1,11625,7,1320,10875
-122.269,47.6814,550000,4,2.75,6090,7,1820,6090
-121.883,47.5415,451000,4,2.5,5375,7,2060,5395
-122.329,47.435,540500,5,3.75,7415,8,2790,7425
-121.967,47.5863,1030000,5,3.5,16500,11,4570,16500
-122.366,47.2974,218000,4,1,10455,7,1360,9750
-122.169,47.672,562000,4,2.25,7007,8,2040,7700
-122.163,47.4155,401500,4,2.5,94525,8,1910,14300
-122.287,47.4761,196700,2,1,9994,7,1090,11700
-122.135,47.5624,583000,3,1.75,10183,8,2320,10000
-122.191,47.3094,309900,5,2.5,17825,7,2200,14602
-122.154,47.4619,485000,4,3,18843,9,3080,14735
-122.277,47.5532,465000,3,1,3348,6,1210,3348
-122.107,47.7234,595000,4,2.25,8372,8,2010,8037
-122.179,47.45,254000,3,1,7560,6,1160,7560
-122.178,47.7481,488500,3,2.75,9490,7,1950,8851
-122.127,47.4457,260000,4,2.5,8990,8,2040,8800
-122.239,47.4955,166000,2,1,8487,6,1350,6850
-122.386,47.7008,440000,2,1.5,6760,6,2080,5800
-122.351,47.7225,375000,3,2,7560,6,1260,7595
-122.4,47.6575,529500,2,1,4800,6,1270,5520
-122.354,47.6995,338000,2,1,6439,6,1470,6374
-122.043,47.3813,335620,3,2.25,15903,8,2000,15233
-122.103,47.7449,464000,4,2.25,15232,9,2110,15280
-122.371,47.5232,354000,2,1,7740,6,1290,7740
-122.297,47.6103,601000,4,3.5,3600,8,1230,3840
-122.339,47.3144,285000,3,2.25,9040,8,1870,8992
-122.303,47.621,462500,2,2,4200,7,1540,4200
-122.293,47.2739,350000,4,2.5,10459,8,2340,8777
-122.352,47.7038,329000,4,1,3844,7,1480,3844
-122.148,47.4292,312500,4,2.5,11983,7,1460,9005
-122.15,47.4887,370000,4,2.5,5338,7,2220,5338
-122.233,47.7289,399900,3,1.75,12750,7,1460,7865
-122.381,47.5498,398000,3,1,6550,6,1200,6550
-122.408,47.5691,550500,2,1.5,7400,7,1920,4152
-122.27,47.5632,709000,3,2.75,7200,8,1700,7200
-122.348,47.5188,402000,5,2.75,7620,7,1720,7620
-122.295,47.7467,450000,3,1.5,23660,7,1800,11407
-122.396,47.6949,524000,3,2.25,6720,8,2060,6720
-121.739,47.4626,800000,4,2.75,322188,10,3740,114562
-122.198,47.4288,185000,4,1,8906,7,1180,10407
-122.198,47.4288,365000,4,1,8906,7,1180,10407
-122.271,47.6833,925000,4,2.5,11422,9,2850,7254
-122.128,47.5982,714000,3,1.75,11781,8,2530,10176
-122.144,47.6644,495000,3,2,9759,7,1620,8421
-122.332,47.7258,535000,3,2.25,6648,7,1760,7200
-122.225,47.5715,880000,4,2.5,10800,8,2650,13500
-122.314,47.4878,150000,3,1.5,8056,6,850,6714
-122.113,47.6396,554500,3,2.25,6565,8,2060,7280
-122.391,47.6871,520000,3,1.75,3880,7,980,3880
-122.017,47.6845,839990,4,2.75,5637,9,3625,5639
-122.035,47.683,500000,3,2.5,5683,7,1650,4193
-122.267,47.2681,305000,2,1,186872,6,1650,19200
-122.289,47.5418,247800,3,2.5,2170,7,1610,1917
-122.155,47.3875,344200,4,2.5,5812,8,2690,6012
-122.221,47.7557,459950,4,2.5,6107,8,2040,6520
-122.183,47.3583,229900,4,1.75,9899,7,1500,11272
-122.113,47.5881,750000,4,2.25,9602,8,2890,9602
-122.249,47.7446,509000,4,2.5,9355,9,2250,7691
-122.261,47.7473,680000,4,1,12137,8,3250,17153
-122.12,47.6964,661500,5,2.5,7200,7,1960,8325
-122.381,47.5552,370000,2,1,1399,7,1140,1442
-122.108,47.6431,785000,4,2.75,17400,8,2620,12240
-122.396,47.5707,355000,2,1,6720,7,1250,6720
-122.357,47.6948,446000,4,2,6350,7,960,6350
-122.144,47.6707,830000,5,3.5,21780,8,3070,7829
-122.164,47.3654,324000,3,2.5,8347,8,1940,7131
-122.094,47.7547,500000,4,2.25,23478,8,2030,12611
-122.197,47.6071,745000,3,1,9112,7,2290,9112
-122.299,47.6374,1200000,4,2.5,4407,8,1790,4407
-122.16,47.7335,385000,2,2.5,3710,8,1760,4200
-122.303,47.7124,565000,3,2.25,8040,8,1980,8040
-122.33,47.7671,465000,4,2.5,7314,8,2010,7314
-122.314,47.7186,401000,3,3.25,1977,8,1860,2210
-122.21,47.3637,385000,3,1.75,11200,8,2350,13300
-122.208,47.4512,395000,3,2.5,4930,8,2230,5324
-122.304,47.4945,245000,5,1.5,8100,6,960,9239
-122.296,47.6103,500000,3,2,3600,7,1540,3600
-122.192,47.435,334000,5,1.75,6720,7,1820,7521
-122.173,47.5908,550000,3,1,10960,7,2100,10960
-122.312,47.3644,216000,3,1,7950,7,1830,8890
-122.223,47.5007,340500,3,2.5,5871,8,2220,4000
-122.118,47.4698,375000,4,2.25,12738,8,2000,12090
-122.324,47.3632,600000,3,2.75,16740,8,2175,7568
-122.333,47.7576,375000,4,1.75,8000,7,1870,8270
-122.375,47.5659,536500,4,1.75,4000,7,1430,4000
-122.006,47.4694,599900,3,3,35123,8,2810,36205
-122.359,47.6382,750000,2,1.5,3600,7,1670,5400
-122.359,47.7695,355000,3,1,10075,7,1690,8125
-122.298,47.6826,590000,3,2,6413,7,1330,6050
-122.399,47.651,680000,2,1,6000,7,1560,6000
-122.151,47.5062,429000,3,2.5,11122,8,2420,8542
-122.386,47.6784,581000,2,1,4080,7,1560,4586
-122.201,47.6923,463800,3,1.5,7770,7,1470,7350
-122.112,47.5431,2980000,5,5.5,18898,13,6110,26442
-122.306,47.5955,443000,5,1.75,3000,8,1740,4000
-122.351,47.3124,276200,3,2.5,7210,7,1690,7396
-122.228,47.757,630000,5,3.5,8309,9,1730,11711
-122.32,47.6714,570000,3,1.75,3300,7,1560,3927
-122.406,47.6392,979700,4,2.25,6000,10,3030,5600
-122.311,47.6753,730000,4,2.5,4080,8,1980,4080
-122.364,47.3263,268450,5,2.25,9600,7,1780,9680
-122.343,47.7354,490000,3,1.75,7508,7,1690,8880
-122.387,47.6992,808000,3,2.5,6240,8,2180,5200
-122.163,47.7622,350000,3,1,9786,7,1660,9621
-122.399,47.6956,695000,4,1.75,5880,8,2210,6260
-122.064,47.6052,1230000,4,2.5,44947,11,3310,17628
-122.331,47.5123,309950,1,1,11800,7,2330,9290
-122.322,47.4961,134000,3,1,8508,6,1200,9415
-122.018,47.5598,645500,4,2.5,9638,10,2630,9258
-122.367,47.6479,750000,3,2,5488,7,1760,5943
-122.279,47.632,1400000,3,2.5,3600,9,2690,4800
-122.357,47.7545,344900,4,1.75,7700,7,1700,8500
-122.354,47.6595,601450,2,3.25,1500,8,1910,2500
-122.292,47.6132,575000,4,2,4400,8,1470,4400
-122.32,47.3996,405000,3,1.75,9620,7,2600,9620
-121.957,47.7344,518000,4,2.75,14021,9,2330,14007
-122.322,47.7411,265000,2,1,7936,7,1580,7440
-122.081,47.3686,180000,3,1,4875,6,1060,4875
-122.278,47.33,285000,3,2.5,9736,7,1580,7500
-122.352,47.4531,433000,3,2.75,7200,7,1440,7200
-122.139,47.474,399000,3,1.75,11440,8,2180,11440
-122.161,47.6688,565000,3,2.5,7210,7,1700,7566
-122.276,47.4703,406500,3,1.5,10080,7,2240,10080
-122.147,47.5774,420000,4,1.75,11500,7,1700,8360
-122.346,47.6788,965000,4,3.5,5559,8,1790,6000
-122.208,47.6848,1380000,4,3.5,9523,10,3160,5997
-122.344,47.314,353950,5,2.25,7969,8,2070,7962
-122.081,47.5503,847700,5,3.25,10260,10,2980,10997
-122.35,47.5075,185000,5,1,6700,6,1370,8040
-122.222,47.498,269000,2,1.5,6000,7,1290,6000
-122.17,47.734,422800,3,1.75,8400,7,1900,8112
-122.384,47.5465,379950,2,1,7500,7,1240,5709
-122.171,47.7288,525000,3,2,7800,7,1540,7565
-121.89,47.5574,810000,4,3.5,209523,9,2220,65775
-122.362,47.3052,209950,4,1,8400,6,1190,8989
-122.37,47.6661,439950,3,2,1613,8,1610,1873
-122.36,47.4466,554820,4,2,12905,8,2530,16143
-122.182,47.4819,359000,4,2.5,4500,7,2160,4496
-122.314,47.741,242500,3,1,5870,6,1160,6901
-122.36,47.7617,330000,3,1.75,9417,7,1600,9272
-122.111,47.547,740000,3,2.25,44374,10,3470,40185
-122.313,47.6025,630000,5,1,4800,7,1350,1307
-122.387,47.6985,750000,3,1.75,7800,8,2280,5200
-122.016,47.6087,695000,4,2.5,6540,9,2790,6270
-122.262,47.5135,109000,2,0.5,6900,5,1570,5040
-122.197,47.4713,389000,3,1.5,10075,7,2210,10075
-122.316,47.6684,447000,2,1,2700,6,1630,3000
-122.114,47.6759,1200000,3,2,13310,7,2400,11340
-122.207,47.77,315000,3,1.75,12000,7,1080,10619
-122.019,47.5595,640000,3,2.5,8244,10,2500,9320
-122.031,47.6215,570000,3,2.25,9246,9,2300,9298
-122.464,47.4377,495000,3,2.75,208216,8,1530,16988
-122.172,47.7289,449500,5,2.75,7488,7,1530,7488
-122.275,47.6619,1080000,4,2.75,5000,9,2010,5000
-122.295,47.7414,294950,2,1,7868,7,1530,10728
-122.313,47.3947,170500,3,1,13939,7,2080,13000
-122.348,47.5281,312000,4,1,7620,6,1060,7320
-122.309,47.2688,350000,3,2.5,15484,8,2090,10775
-122.01,47.5654,690000,4,2.5,8448,9,2140,8122
-122.327,47.4323,375000,4,2.5,9427,7,1770,8770
-122.085,47.7699,575000,4,2.5,47044,9,2600,42612
-122.131,47.5615,646000,4,2.25,8500,8,2290,8927
-122.285,47.2653,239950,3,2.5,4800,7,1510,12240
-122.359,47.5422,400000,5,2.5,7525,7,1270,6741
-122.087,47.744,455000,4,1.75,94089,8,2180,43995
-122.083,47.3694,240000,3,2,8069,7,1310,8392
-122.288,47.638,3400000,4,4,11765,11,4260,10408
-122.346,47.6813,695000,3,2,4080,7,1550,3060
-122.372,47.5151,304950,2,1,6720,6,710,6720
-122.351,47.6462,650000,3,1.75,2310,8,1670,4000
-122.35,47.6966,402500,3,1.75,2211,7,1480,2197
-121.871,47.5361,482000,3,2.5,7307,7,2420,5577
-122.295,47.6717,655000,3,2,4480,7,1920,4480
-122.362,47.6704,577000,5,2.75,5000,7,1940,4230
-122.19,47.4738,350000,3,2.5,5996,7,1660,4504
-122.383,47.3202,415000,4,2.25,8000,8,2300,8000
-121.857,47.701,396400,4,2.5,215186,7,2000,215186
-122.042,47.625,654300,3,2.5,8582,9,2870,7598
-121.986,47.3602,774950,4,2.5,179419,10,3350,175421
-122.275,47.5682,855000,4,2,10800,8,2112,6600
-122.35,47.6403,1150000,3,2.5,4000,8,2310,4000
-122.298,47.5634,330000,2,2.5,1546,7,1520,2468
-122.284,47.3582,290000,4,2.25,10950,7,1700,11850
-122.336,47.4545,519500,3,3,19454,8,1540,26979
-122.233,47.7143,450000,3,1.75,12600,7,1934,12600
-122.24,47.6997,3120000,3,3.5,56609,12,2710,51330
-122.313,47.5136,265000,3,1,9450,7,2070,11970
-122.188,47.3124,359000,4,2.5,7883,8,2150,7683
-122.363,47.6291,2000000,4,3.75,4500,10,2870,6354
-122.07,47.6326,1050000,4,2.5,48037,8,2970,48037
-122.362,47.6588,402500,2,1,2280,6,1310,4200
-122.123,47.6071,450000,3,1.75,5445,7,1570,7840
-122.331,47.3179,262500,5,2.25,8086,7,1670,8550
-122.182,47.3132,285000,4,2.25,7200,8,1790,7500
-122.144,47.4659,290000,3,2.5,4861,7,2170,4600
